"variable","rho","p_value","p_bonferroni"
"pct_white",0.510718351273335,0.0213866831308491,0.0855467325233963
"pct_black",-0.82919511810541,6.20943809594667e-06,2.48377523837867e-05
"pct_asian",-0.769462258251283,7.30112388628454e-05,0.000292044955451381
"pct_hispanic",-0.304625820715317,0.191583948508143,0.766335794032572
