cluster,cluster_label,vulnerability_score,n_zcta,variable,cluster_median,display_label,theme,n_clusters_observed,median_center,median_sd,standardized_median,row_order,column_order
9,White / High income,0.383938738029647,33,pct_hispanic,0.260390895596239,Hispanic,Race/ethnicity,14,0.35034315709737823,0.22226080297421477,-0.40471491282956845,9,2
9,White / High income,0.383938738029647,33,pct_white,0.505410137835047,White (NH),Race/ethnicity,14,0.35712144456335826,0.23067836106664166,0.6428374667914731,9,3
9,White / High income,0.383938738029647,33,pct_asian,0.117855545232442,Asian (NH),Race/ethnicity,14,0.16036263703852552,0.15736555627614215,-0.2701168718998004,9,4
9,White / High income,0.383938738029647,33,median_income,92500,Median income,Socioeconomic,14,68193.07142857143,19561.591850493012,1.2425843846044644,9,5
9,White / High income,0.383938738029647,33,education_low,0.0749284602640695,Low education,Socioeconomic,14,0.15657958884775813,0.11385800060210807,-0.7171312349760063,9,6
9,White / High income,0.383938738029647,33,uninsured_rate,0.0479429971627547,Uninsured,Socioeconomic,14,0.08327475359587691,0.038107418892367906,-0.9271621500504826,9,7
9,White / High income,0.383938738029647,33,poverty_rate,0.0737955582293077,Poverty,Socioeconomic,14,0.14442285783271225,0.060407781812764315,-1.1691755181859835,9,8
9,White / High income,0.383938738029647,33,unemployment_rate,0.050088333442387,Unemployment,Socioeconomic,14,0.06696040586499442,0.017169184022973683,-0.9826950657661598,9,9
9,White / High income,0.383938738029647,33,pct_age17,0.206893552875696,Age <18,Household,14,0.1928420108318432,0.0645451732531949,0.2177008959094745,9,10
9,White / High income,0.383938738029647,33,pct_age65,0.155451261100044,Age 65+,Household,14,0.1356715533325382,0.047705558667958094,0.41462060857891286,9,11
9,White / High income,0.383938738029647,33,disability_rate,0.101689885906737,Disability,Household,14,0.10367445532547415,0.03367173118128822,-0.058938740275997346,9,12
9,White / High income,0.383938738029647,33,elderly_alone_rate,0.210863438380733,Older adults alone,Household,14,0.24624007372913156,0.08536503061445375,-0.41441600962079095,9,13
9,White / High income,0.383938738029647,33,language_isolation,0.0310220594749432,Language isolation,Household,14,0.09839067894886971,0.07354021388233704,-0.9160786448311808,9,14
9,White / High income,0.383938738029647,33,no_phone_rate,0.015378221113882,No phone,Household,14,0.017067492490141105,0.005222091766650528,-0.32348557852758886,9,15
9,White / High income,0.383938738029647,33,alt_housing_rate,0.0185050269561416,Alternative housing,Housing,14,0.015799856769518,0.0245727352235202,0.11008828126037444,9,16
9,White / High income,0.383938738029647,33,old_housing_rate,0.768569866437554,Pre-1980 housing,Housing,14,0.7109108994633893,0.14186395207651686,0.40643846537607614,9,17
9,White / High income,0.383938738029647,33,renter_burden_rate,0.48833746898263,Rent burden,Housing,14,0.5409131604647176,0.04991350652506598,-1.0533359633966957,9,18
9,White / High income,0.383938738029647,33,housing_overcrowding,0.00189859280768372,Overcrowding,Housing,14,0.007272672234204457,0.007259237265016361,-0.7403091027785307,9,19
9,White / High income,0.383938738029647,33,outdoor_worker_rate,0.0540673142969287,Outdoor-work proxy,Work,14,0.05629726624955125,0.02753968992836427,-0.08097229701652636,9,20
11,Hispanic / Mid-high income,0.507427601134498,29,pct_black,0.0297494780793319,Black (NH),Race/ethnicity,14,0.051070634539999424,0.050027846884292695,-0.4261857702966975,10,1
11,Hispanic / Mid-high income,0.507427601134498,29,pct_hispanic,0.447777231978386,Hispanic,Race/ethnicity,14,0.35034315709737823,0.22226080297421477,0.43837722881038726,10,2
11,Hispanic / Mid-high income,0.507427601134498,29,pct_white,0.22082119205298,White (NH),Race/ethnicity,14,0.35712144456335826,0.23067836106664166,-0.5908670925184955,10,3
11,Hispanic / Mid-high income,0.507427601134498,29,pct_asian,0.150934468890466,Asian (NH),Race/ethnicity,14,0.16036263703852552,0.15736555627614215,-0.05991252705588985,10,4
11,Hispanic / Mid-high income,0.507427601134498,29,median_income,79500,Median income,Socioeconomic,14,68193.07142857143,19561.591850493012,0.5780167921836891,10,5
11,Hispanic / Mid-high income,0.507427601134498,29,education_low,0.145054849001355,Low education,Socioeconomic,14,0.15657958884775813,0.11385800060210807,-0.10122029005829689,10,6
11,Hispanic / Mid-high income,0.507427601134498,29,uninsured_rate,0.0775989957777017,Uninsured,Socioeconomic,14,0.08327475359587691,0.038107418892367906,-0.14894101944311802,10,7
11,Hispanic / Mid-high income,0.507427601134498,29,poverty_rate,0.0961526623576485,Poverty,Socioeconomic,14,0.14442285783271225,0.060407781812764315,-0.7990724709057955,10,8
11,Hispanic / Mid-high income,0.507427601134498,29,unemployment_rate,0.0662214562688496,Unemployment,Socioeconomic,14,0.06696040586499442,0.017169184022973683,-0.043039296169000194,10,9
11,Hispanic / Mid-high income,0.507427601134498,29,pct_age17,0.216771273643312,Age <18,Household,14,0.1928420108318432,0.0645451732531949,0.3707366733310971,10,10
11,Hispanic / Mid-high income,0.507427601134498,29,pct_age65,0.144095916471265,Age 65+,Household,14,0.1356715533325382,0.047705558667958094,0.1765908077371517,10,11
11,Hispanic / Mid-high income,0.507427601134498,29,disability_rate,0.100092181705147,Disability,Household,14,0.10367445532547415,0.03367173118128822,-0.10638816284913381,10,12
11,Hispanic / Mid-high income,0.507427601134498,29,elderly_alone_rate,0.18994928538497,Older adults alone,Household,14,0.24624007372913156,0.08536503061445375,-0.6594127353903928,10,13
11,Hispanic / Mid-high income,0.507427601134498,29,language_isolation,0.0941413170775652,Language isolation,Household,14,0.09839067894886971,0.07354021388233704,-0.057782832643149595,10,14
11,Hispanic / Mid-high income,0.507427601134498,29,no_phone_rate,0.0143915244702794,No phone,Household,14,0.017067492490141105,0.005222091766650528,-0.5124322090529027,10,15
11,Hispanic / Mid-high income,0.507427601134498,29,alt_housing_rate,0.0227998678268532,Alternative housing,Housing,14,0.015799856769518,0.0245727352235202,0.28486902225825567,10,16
11,Hispanic / Mid-high income,0.507427601134498,29,old_housing_rate,0.785401065911084,Pre-1980 housing,Housing,14,0.7109108994633893,0.14186395207651686,0.5250817093232901,10,17
11,Hispanic / Mid-high income,0.507427601134498,29,renter_burden_rate,0.520402611534276,Rent burden,Housing,14,0.5409131604647176,0.04991350652506598,-0.4109218197311266,10,18
11,Hispanic / Mid-high income,0.507427601134498,29,housing_overcrowding,0.00619469026548673,Overcrowding,Housing,14,0.007272672234204457,0.007259237265016361,-0.14849796602085544,10,19
11,Hispanic / Mid-high income,0.507427601134498,29,outdoor_worker_rate,0.0622792022792023,Outdoor-work proxy,Work,14,0.05629726624955125,0.02753968992836427,0.2172114517342478,10,20
12,White / Mid-high income,0.369262101534829,11,pct_black,0.055593451568895,Black (NH),Race/ethnicity,14,0.051070634539999424,0.050027846884292695,0.09040599007501186,11,1
12,White / Mid-high income,0.369262101534829,11,pct_hispanic,0.282352425610237,Hispanic,Race/ethnicity,14,0.35034315709737823,0.22226080297421477,-0.3059051824582361,11,2
12,White / Mid-high income,0.369262101534829,11,pct_white,0.415349311575727,White (NH),Race/ethnicity,14,0.35712144456335826,0.23067836106664166,0.2524201522116202,11,3
12,White / Mid-high income,0.369262101534829,11,pct_asian,0.16438968097383,Asian (NH),Race/ethnicity,14,0.16036263703852552,0.15736555627614215,0.025590377148592153,11,4
12,White / Mid-high income,0.369262101534829,11,median_income,75825,Median income,Socioeconomic,14,68193.07142857143,19561.591850493012,0.39014864586473913,11,5
12,White / Mid-high income,0.369262101534829,11,education_low,0.0863870180834703,Low education,Socioeconomic,14,0.15657958884775813,0.11385800060210807,-0.6164922130468908,11,6
12,White / Mid-high income,0.369262101534829,11,uninsured_rate,0.0721653798673446,Uninsured,Socioeconomic,14,0.08327475359587691,0.038107418892367906,-0.29152784553343963,11,7
12,White / Mid-high income,0.369262101534829,11,poverty_rate,0.112133982022391,Poverty,Socioeconomic,14,0.14442285783271225,0.060407781812764315,-0.5345151707507083,11,8
12,White / Mid-high income,0.369262101534829,11,unemployment_rate,0.050748414112059,Unemployment,Socioeconomic,14,0.06696040586499442,0.017169184022973683,-0.9442494023736095,11,9
12,White / Mid-high income,0.369262101534829,11,pct_age17,0.161926464788115,Age <18,Household,14,0.1928420108318432,0.0645451732531949,-0.4789753359628316,11,10
12,White / Mid-high income,0.369262101534829,11,pct_age65,0.137721691678035,Age 65+,Household,14,0.1356715533325382,0.047705558667958094,0.042974831502681894,11,11
12,White / Mid-high income,0.369262101534829,11,disability_rate,0.0912642045454545,Disability,Household,14,0.10367445532547415,0.03367173118128822,-0.36856586651880163,11,12
12,White / Mid-high income,0.369262101534829,11,elderly_alone_rate,0.319633259563705,Older adults alone,Household,14,0.24624007372913156,0.08536503061445375,0.8597570375866145,11,13
12,White / Mid-high income,0.369262101534829,11,language_isolation,0.0578382064615122,Language isolation,Household,14,0.09839067894886971,0.07354021388233704,-0.5514326155243539,11,14
12,White / Mid-high income,0.369262101534829,11,no_phone_rate,0.0184573625876499,No phone,Household,14,0.017067492490141105,0.005222091766650528,0.26615198652479116,11,15
12,White / Mid-high income,0.369262101534829,11,alt_housing_rate,0.00273707937530188,Alternative housing,Housing,14,0.015799856769518,0.0245727352235202,-0.5315963923182986,11,16
12,White / Mid-high income,0.369262101534829,11,old_housing_rate,0.742638122838179,Pre-1980 housing,Housing,14,0.7109108994633893,0.14186395207651686,0.22364542161970138,11,17
12,White / Mid-high income,0.369262101534829,11,renter_burden_rate,0.468323586744639,Rent burden,Housing,14,0.5409131604647176,0.04991350652506598,-1.4543072361310658,11,18
12,White / Mid-high income,0.369262101534829,11,housing_overcrowding,0.00786063309963884,Overcrowding,Housing,14,0.007272672234204457,0.007259237265016361,0.08099485441368298,11,19
12,White / Mid-high income,0.369262101534829,11,outdoor_worker_rate,0.0276005888125613,Outdoor-work proxy,Work,14,0.05629726624955125,0.02753968992836427,-1.0420116388977225,11,20
2,White / Mid-low income,0.383901515151515,14,pct_black,0.0300839694003905,Black (NH),Race/ethnicity,14,0.051070634539999424,0.050027846884292695,-0.4194996676180788,12,1
2,White / Mid-low income,0.383901515151515,14,pct_hispanic,0.154306855550645,Hispanic,Race/ethnicity,14,0.35034315709737823,0.22226080297421477,-0.8820102281798923,12,2
2,White / Mid-low income,0.383901515151515,14,pct_white,0.663516946847642,White (NH),Race/ethnicity,14,0.35712144456335826,0.23067836106664166,1.3282368613489837,12,3
2,White / Mid-low income,0.383901515151515,14,pct_asian,0.0853563333538669,Asian (NH),Race/ethnicity,14,0.16036263703852552,0.15736555627614215,-0.4766373624545828,12,4
2,White / Mid-low income,0.383901515151515,14,median_income,68996.5,Median income,Socioeconomic,14,68193.07142857143,19561.591850493012,0.0410717377997188,12,5
2,White / Mid-low income,0.383901515151515,14,education_low,0.0874429127614581,Low education,Socioeconomic,14,0.15657958884775813,0.11385800060210807,-0.6072184275210254,12,6
2,White / Mid-low income,0.383901515151515,14,uninsured_rate,0.0806813574157684,Uninsured,Socioeconomic,14,0.08327475359587691,0.038107418892367906,-0.06805488945429233,12,7
2,White / Mid-low income,0.383901515151515,14,poverty_rate,0.124960953588969,Poverty,Socioeconomic,14,0.14442285783271225,0.060407781812764315,-0.32217544925032987,12,8
2,White / Mid-low income,0.383901515151515,14,unemployment_rate,0.074148002402026,Unemployment,Socioeconomic,14,0.06696040586499442,0.017169184022973683,0.4186335545949081,12,9
2,White / Mid-low income,0.383901515151515,14,pct_age17,0.173646962233169,Age <18,Household,14,0.1928420108318432,0.0645451732531949,-0.297389372918355,12,10
2,White / Mid-low income,0.383901515151515,14,pct_age65,0.166294888903708,Age 65+,Household,14,0.1356715533325382,0.047705558667958094,0.6419238433893086,12,11
2,White / Mid-low income,0.383901515151515,14,disability_rate,0.11382909737991,Disability,Household,14,0.10367445532547415,0.03367173118128822,0.3015776646517927,12,12
2,White / Mid-low income,0.383901515151515,14,elderly_alone_rate,0.26192054018869,Older adults alone,Household,14,0.24624007372913156,0.08536503061445375,0.18368723523779132,12,13
2,White / Mid-low income,0.383901515151515,14,language_isolation,0.0945247978103534,Language isolation,Household,14,0.09839067894886971,0.07354021388233704,-0.05256826074372925,12,14
2,White / Mid-low income,0.383901515151515,14,no_phone_rate,0.0155263701821864,No phone,Household,14,0.017067492490141105,0.005222091766650528,-0.2951158993023952,12,15
2,White / Mid-low income,0.383901515151515,14,alt_housing_rate,0.00132636095231219,Alternative housing,Housing,14,0.015799856769518,0.0245727352235202,-0.5890062984666137,12,16
2,White / Mid-low income,0.383901515151515,14,old_housing_rate,0.775770726444049,Pre-1980 housing,Housing,14,0.7109108994633893,0.14186395207651686,0.45719737841277974,12,17
2,White / Mid-low income,0.383901515151515,14,renter_burden_rate,0.553906664871617,Rent burden,Housing,14,0.5409131604647176,0.04991350652506598,0.26032040847248844,12,18
2,White / Mid-low income,0.383901515151515,14,housing_overcrowding,0.00390082711982448,Overcrowding,Housing,14,0.007272672234204457,0.007259237265016361,-0.46449027511878377,12,19
2,White / Mid-low income,0.383901515151515,14,outdoor_worker_rate,0.0426380182457073,Outdoor-work proxy,Work,14,0.05629726624955125,0.02753968992836427,-0.49598408839657,12,20
7,White / Mid-low income,0.301952690166976,7,pct_black,0.069135163127913,Black (NH),Race/ethnicity,14,0.051070634539999424,0.050027846884292695,0.3610894674258971,13,1
7,White / Mid-low income,0.301952690166976,7,pct_hispanic,0.136904761904762,Hispanic,Race/ethnicity,14,0.35034315709737823,0.22226080297421477,-0.960306056382681,13,2
7,White / Mid-low income,0.301952690166976,7,pct_white,0.427498705334024,White (NH),Race/ethnicity,14,0.35712144456335826,0.23067836106664166,0.3050882642188279,13,3
7,White / Mid-low income,0.301952690166976,7,pct_asian,0.25839653304442,Asian (NH),Race/ethnicity,14,0.16036263703852552,0.15736555627614215,0.6229692082927374,13,4
7,White / Mid-low income,0.301952690166976,7,median_income,63306,Median income,Socioeconomic,14,68193.07142857143,19561.591850493012,-0.2498299456364675,13,5
7,White / Mid-low income,0.301952690166976,7,education_low,0,Low education,Socioeconomic,14,0.15657958884775813,0.11385800060210807,-1.375218149095612,13,6
7,White / Mid-low income,0.301952690166976,7,uninsured_rate,0.0333838179042394,Uninsured,Socioeconomic,14,0.08327475359587691,0.038107418892367906,-1.3092184446433235,13,7
7,White / Mid-low income,0.301952690166976,7,poverty_rate,0.224430944983487,Poverty,Socioeconomic,14,0.14442285783271225,0.060407781812764315,1.3244665629134036,13,8
7,White / Mid-low income,0.301952690166976,7,unemployment_rate,0.0904158347078739,Unemployment,Socioeconomic,14,0.06696040586499442,0.017169184022973683,1.3661353277764579,13,9
7,White / Mid-low income,0.301952690166976,7,pct_age17,0.027964785085448,Age <18,Household,14,0.1928420108318432,0.0645451732531949,-2.554447024251097,13,10
7,White / Mid-low income,0.301952690166976,7,pct_age65,0,Age 65+,Household,14,0.1356715533325382,0.047705558667958094,-2.8439359504590254,13,11
7,White / Mid-low income,0.301952690166976,7,disability_rate,0.033777129864193,Disability,Household,14,0.10367445532547415,0.03367173118128822,-2.0758459101777316,13,12
7,White / Mid-low income,0.301952690166976,7,elderly_alone_rate,0.41203007518797,Older adults alone,Household,14,0.24624007372913156,0.08536503061445375,1.9421301704631193,13,13
7,White / Mid-low income,0.301952690166976,7,language_isolation,0.00665399239543726,Language isolation,Household,14,0.09839067894886971,0.07354021388233704,-1.2474356778484412,13,14
7,White / Mid-low income,0.301952690166976,7,no_phone_rate,0.0188610587703017,No phone,Household,14,0.017067492490141105,0.005222091766650528,0.3434574420186793,13,15
7,White / Mid-low income,0.301952690166976,7,alt_housing_rate,3.3429335527669e-4,Alternative housing,Housing,14,0.015799856769518,0.0245727352235202,-0.6293789956047786,13,16
7,White / Mid-low income,0.301952690166976,7,old_housing_rate,0.517002216994254,Pre-1980 housing,Housing,14,0.7109108994633893,0.14186395207651686,-1.3668636720662284,13,17
7,White / Mid-low income,0.301952690166976,7,renter_burden_rate,0.575136738666914,Rent burden,Housing,14,0.5409131604647176,0.04991350652506598,0.6856576623205117,13,18
7,White / Mid-low income,0.301952690166976,7,housing_overcrowding,0.00218642117376295,Overcrowding,Housing,14,0.007272672234204457,0.007259237265016361,-0.7006591567068781,13,19
7,White / Mid-low income,0.301952690166976,7,outdoor_worker_rate,0.00922509225092251,Outdoor-work proxy,Work,14,0.05629726624955125,0.02753968992836427,-1.709248510824632,13,20
8,White / Low income,0.55972582972583,12,pct_black,0.20347887257081,Black (NH),Race/ethnicity,14,0.051070634539999424,0.050027846884292695,3.046468067740536,14,1
8,White / Low income,0.55972582972583,12,pct_hispanic,0.260440360353315,Hispanic,Race/ethnicity,14,0.35034315709737823,0.22226080297421477,-0.4044923600608657,14,2
8,White / Low income,0.55972582972583,12,pct_white,0.402918914033787,White (NH),Race/ethnicity,14,0.35712144456335826,0.23067836106664166,0.19853387746758833,14,3
8,White / Low income,0.55972582972583,12,pct_asian,0.110385223020683,Asian (NH),Race/ethnicity,14,0.16036263703852552,0.15736555627614215,-0.3175880110012326,14,4
8,White / Low income,0.55972582972583,12,median_income,43022,Median income,Socioeconomic,14,68193.07142857143,19561.591850493012,-1.2867598721490063,14,5
8,White / Low income,0.55972582972583,12,education_low,0.184934518858656,Low education,Socioeconomic,14,0.15657958884775813,0.11385800060210807,0.24903765972483516,14,6
8,White / Low income,0.55972582972583,12,uninsured_rate,0.10646702431473,Uninsured,Socioeconomic,14,0.08327475359587691,0.038107418892367906,0.6086025081981609,14,7
8,White / Low income,0.55972582972583,12,poverty_rate,0.228573323165678,Poverty,Socioeconomic,14,0.14442285783271225,0.060407781812764315,1.393040148267529,14,8
8,White / Low income,0.55972582972583,12,unemployment_rate,0.0963441308197063,Unemployment,Socioeconomic,14,0.06696040586499442,0.017169184022973683,1.7114223317423942,14,9
8,White / Low income,0.55972582972583,12,pct_age17,0.121194107954371,Age <18,Household,14,0.1928420108318432,0.0645451732531949,-1.110042769525384,14,10
8,White / Low income,0.55972582972583,12,pct_age65,0.163375966049723,Age 65+,Household,14,0.1356715533325382,0.047705558667958094,0.5807376224228715,14,11
8,White / Low income,0.55972582972583,12,disability_rate,0.163062177439174,Disability,Household,14,0.10367445532547415,0.03367173118128822,1.763726426596751,14,12
8,White / Low income,0.55972582972583,12,elderly_alone_rate,0.405531030381101,Older adults alone,Household,14,0.24624007372913156,0.08536503061445375,1.8659977687045868,14,13
8,White / Low income,0.55972582972583,12,language_isolation,0.0973189518051742,Language isolation,Household,14,0.09839067894886971,0.07354021388233704,-0.01457334820116585,14,14
8,White / Low income,0.55972582972583,12,no_phone_rate,0.0265252890132768,No phone,Household,14,0.017067492490141105,0.005222091766650528,1.8111126624651346,14,15
8,White / Low income,0.55972582972583,12,alt_housing_rate,0.00135339974014725,Alternative housing,Housing,14,0.015799856769518,0.0245727352235202,-0.5879059411970989,14,16
8,White / Low income,0.55972582972583,12,old_housing_rate,0.768674538941223,Pre-1980 housing,Housing,14,0.7109108994633893,0.14186395207651686,0.40717630259361337,14,17
8,White / Low income,0.55972582972583,12,renter_burden_rate,0.601154473740477,Rent burden,Housing,14,0.5409131604647176,0.04991350652506598,1.2069140693512876,14,18
8,White / Low income,0.55972582972583,12,housing_overcrowding,0.00835802891989695,Overcrowding,Housing,14,0.007272672234204457,0.007259237265016361,0.14951387398825391,14,19
8,White / Low income,0.55972582972583,12,outdoor_worker_rate,0.0488920154766092,Outdoor-work proxy,Work,14,0.05629726624955125,0.02753968992836427,-0.26889375995897025,14,20
